respondentid,seen_bool,fan_bool,seen_1,seen_2,seen_3,seen_4,seen_5,seen_6,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,expanded_universe_aware,expanded_universe_fan,star_trek_fan,gender,age,household_income,education,location
3290225128.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3290223393.0,True,True,True,True,True,True,True,True,2.0,3.0,5.0,4.0,1.0,6.0,False,,True,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic
3290216970.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,2.0,1.0,3.0,False,,False,Female,18-29,"$0 - $24,999",Bachelor degree,New England
3290213089.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,True,False,False,Male,45-60,"$25,000 - $49,999",Bachelor degree,East North Central
3290210801.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,True,False,True,Male,45-60,,Graduate degree,West North Central
3290209773.0,True,True,True,False,False,True,True,True,6.0,4.0,5.0,3.0,2.0,1.0,False,,True,Female,> 60,,Some college or Associate degree,Middle Atlantic
3290209744.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,True,True,True,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3290206907.0,True,False,True,False,False,True,True,True,6.0,4.0,5.0,3.0,1.0,2.0,False,,True,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3290203063.0,True,True,True,True,True,True,True,True,2.0,3.0,4.0,6.0,5.0,1.0,False,,True,Male,45-60,"$150,000+",Bachelor degree,New England
3290201752.0,True,False,False,False,False,False,False,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,False,Female,> 60,"$150,000+",High school degree,Pacific
3290196296.0,True,False,True,True,False,False,False,False,2.0,1.0,3.0,4.0,5.0,6.0,False,,False,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3290193368.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290191566.0,True,True,True,True,True,False,True,True,4.0,5.0,1.0,6.0,2.0,3.0,False,,True,Female,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
3290188213.0,True,True,True,True,True,True,True,True,2.0,5.0,6.0,4.0,1.0,3.0,True,True,True,Male,18-29,,Bachelor degree,East South Central
3290185244.0,True,False,True,False,False,False,True,False,1.0,3.0,4.0,5.0,2.0,6.0,False,,False,Female,18-29,"$50,000 - $99,999",Bachelor degree,South Atlantic
3290184813.0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290182531.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3290180442.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Some college or Associate degree,South Atlantic
3290176915.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290176563.0,True,True,True,True,True,True,True,True,4.0,1.0,5.0,6.0,3.0,2.0,True,False,True,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific
3290174629.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$100,000 - $149,999",Graduate degree,Mountain
3290174048.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290173775.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,True,True,True,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3290173176.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,True,False,False,Male,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic
3290167473.0,True,False,False,False,False,False,True,False,3.0,4.0,5.0,1.0,2.0,6.0,False,,False,Male,> 60,"$150,000+",Bachelor degree,Pacific
3290164098.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290159455.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$0 - $24,999",High school degree,South Atlantic
3290159056.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$25,000 - $49,999",Less than high school degree,Pacific
3290157529.0,True,True,True,True,True,True,True,True,2.0,1.0,3.0,4.0,5.0,6.0,False,,True,Female,18-29,"$100,000 - $149,999",Bachelor degree,Pacific
3290149698.0,True,True,True,True,True,True,True,True,5.0,4.0,6.0,3.0,2.0,1.0,False,,False,Female,30-44,"$0 - $24,999",Graduate degree,South Atlantic
3290148834.0,True,False,False,False,True,False,False,True,3.0,4.0,1.0,5.0,6.0,2.0,False,,False,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
3290145517.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,False,,True,Male,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
3290142232.0,True,True,True,True,True,True,True,True,4.0,6.0,1.0,2.0,5.0,3.0,False,,True,Male,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3290139192.0,True,True,True,True,True,False,True,True,1.0,2.0,3.0,6.0,4.0,5.0,True,False,True,Male,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3290137793.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,> 60,,Some college or Associate degree,East North Central
3290128978.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$0 - $24,999",Graduate degree,Pacific
3290128468.0,True,True,True,True,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Female,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3290127670.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3290125801.0,True,False,True,True,True,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,True,False,False,Male,> 60,"$150,000+",Graduate degree,East North Central
3290125784.0,True,True,True,True,True,True,True,True,5.0,6.0,3.0,2.0,1.0,4.0,True,False,True,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
3290125550.0,True,True,True,True,True,True,True,True,6.0,1.0,3.0,2.0,4.0,5.0,True,True,False,Male,18-29,"$25,000 - $49,999",High school degree,East North Central
3290125357.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,False,,True,Male,30-44,"$50,000 - $99,999",High school degree,Middle Atlantic
3290124259.0,True,False,True,False,True,True,True,True,2.0,3.0,4.0,1.0,5.0,6.0,False,,False,Male,18-29,"$150,000+",High school degree,New England
3290116629.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Graduate degree,New England
3290116182.0,True,True,False,False,False,False,True,True,4.0,5.0,3.0,6.0,1.0,2.0,False,,True,Female,30-44,"$100,000 - $149,999",Bachelor degree,Mountain
3290109779.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3290103593.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,False,,True,Female,45-60,"$0 - $24,999",Bachelor degree,Pacific
3290099797.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,30-44,"$100,000 - $149,999",Some college or Associate degree,New England
3290097546.0,True,True,False,False,False,False,True,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,True,Male,> 60,,Graduate degree,East North Central
3290097268.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290095220.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290094384.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3290083352.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290082468.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3290081504.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290081040.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific
3290076587.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$25,000 - $49,999",High school degree,West South Central
3290071379.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,New England
3290070395.0,True,False,True,True,True,True,True,True,6.0,4.0,5.0,3.0,2.0,1.0,True,False,False,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3290068892.0,True,False,True,True,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3290068765.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,True,False,True,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3290063543.0,True,False,False,False,False,True,True,True,4.0,6.0,5.0,3.0,2.0,1.0,False,,False,Female,> 60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3290062936.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290061815.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3290058506.0,True,False,True,True,True,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,False,,False,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3290058216.0,True,True,True,True,True,True,True,True,2.0,3.0,1.0,4.0,5.0,6.0,False,,False,Female,30-44,"$50,000 - $99,999",High school degree,South Atlantic
3290050695.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3290049932.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,West South Central
3290049231.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Male,45-60,"$25,000 - $49,999",Graduate degree,New England
3290048884.0,True,True,True,True,True,True,True,True,5.0,4.0,2.0,1.0,3.0,6.0,True,False,False,Male,45-60,,Some college or Associate degree,West South Central
3290047842.0,True,True,True,True,True,True,True,True,6.0,5.0,3.0,4.0,1.0,2.0,False,,True,Male,30-44,"$100,000 - $149,999",Bachelor degree,New England
3290047689.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Some college or Associate degree,Mountain
3290047483.0,True,True,True,True,False,False,True,True,2.0,3.0,4.0,5.0,6.0,1.0,True,False,True,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,West North Central
3290046627.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,True,True,True,Female,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
3290042369.0,True,True,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3290038794.0,True,True,True,True,True,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,45-60,"$150,000+",Graduate degree,New England
3290034196.0,True,False,False,True,False,False,False,True,3.0,2.0,4.0,5.0,6.0,1.0,False,,False,Female,18-29,,Some college or Associate degree,West South Central
3290032864.0,True,True,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Male,45-60,"$100,000 - $149,999",Graduate degree,East North Central
3290029531.0,True,True,False,False,False,True,True,True,2.0,3.0,4.0,1.0,5.0,6.0,False,,True,Female,> 60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3290024333.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,True,True,True,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3290022302.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,True,False,False,Male,18-29,"$25,000 - $49,999",Bachelor degree,Pacific
3290019869.0,True,False,True,False,False,False,True,True,2.0,4.0,5.0,6.0,1.0,3.0,False,,False,Male,> 60,"$25,000 - $49,999",Bachelor degree,West North Central
3290019779.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290018381.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,3.0,1.0,2.0,False,,True,Female,> 60,"$25,000 - $49,999",Graduate degree,East North Central
3290017901.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290014606.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Graduate degree,Middle Atlantic
3290013239.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3290011286.0,True,True,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,45-60,,Graduate degree,South Atlantic
3290010419.0,True,False,True,False,False,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Male,> 60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3290008538.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Some college or Associate degree,South Atlantic
3290005674.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,5.0,6.0,4.0,True,True,True,Female,> 60,"$0 - $24,999",Some college or Associate degree,Mountain
3290002601.0,True,True,True,True,True,True,True,True,2.0,6.0,3.0,1.0,5.0,4.0,False,,False,Female,18-29,"$0 - $24,999",Graduate degree,East North Central
3289997713.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Male,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
3289997196.0,True,True,True,True,True,True,True,True,6.0,3.0,4.0,5.0,1.0,2.0,True,True,True,Male,45-60,,Bachelor degree,East North Central
3289996800.0,True,True,True,True,True,True,True,True,4.0,3.0,5.0,2.0,6.0,1.0,False,,False,Female,18-29,"$0 - $24,999",Bachelor degree,New England
3289996025.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,3.0,2.0,1.0,True,True,True,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3289995352.0,True,False,True,True,True,True,True,True,2.0,3.0,4.0,5.0,1.0,6.0,True,False,False,Female,> 60,"$25,000 - $49,999",Bachelor degree,East South Central
3289993284.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3289991708.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,"$0 - $24,999",High school degree,Pacific
3289989311.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$0 - $24,999",High school degree,South Atlantic
3289988393.0,True,False,True,True,True,True,True,True,2.0,3.0,4.0,5.0,1.0,6.0,True,False,False,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3289987865.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,,Graduate degree,West South Central
3289986698.0,True,False,False,False,False,True,False,False,2.0,3.0,4.0,1.0,5.0,6.0,False,,False,Female,> 60,"$100,000 - $149,999",Some college or Associate degree,East South Central
3289985995.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3289980534.0,True,True,True,True,True,True,True,True,1.0,2.0,5.0,6.0,4.0,3.0,False,,False,Female,> 60,,Graduate degree,New England
3289973506.0,True,True,True,True,True,True,True,True,4.0,5.0,3.0,6.0,2.0,1.0,False,,True,Female,30-44,,Graduate degree,Pacific
3289972382.0,False,False,False,False,False,False,False,False,,,,,,,,,True,Female,> 60,"$0 - $24,999",Some college or Associate degree,Pacific
3289971452.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3289971256.0,True,False,True,True,True,True,True,True,5.0,6.0,3.0,4.0,2.0,1.0,False,,False,Male,30-44,,Bachelor degree,East North Central
3289963393.0,True,True,True,False,False,False,True,True,3.0,2.0,4.0,5.0,6.0,1.0,False,,False,Female,> 60,"$150,000+",Bachelor degree,Mountain
3289962839.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,,,East North Central
3289962614.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,True,True,True,Male,> 60,"$50,000 - $99,999",Graduate degree,West North Central
3289956408.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3289955364.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,False,,True,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3289952496.0,True,True,True,True,True,True,True,True,5.0,2.0,3.0,4.0,6.0,1.0,True,False,True,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,New England
3289951011.0,True,False,False,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,True,Female,> 60,"$50,000 - $99,999",Bachelor degree,East North Central
3289949516.0,True,False,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,,,,,,,,
3289949409.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,False,,True,Male,30-44,"$50,000 - $99,999",Bachelor degree,West North Central
3289943405.0,True,False,False,False,False,True,True,True,5.0,6.0,1.0,2.0,4.0,3.0,False,,False,Male,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3289943097.0,True,False,True,False,False,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,False,,False,Female,45-60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3289942520.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
3289933137.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3289927404.0,True,False,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,> 60,,Graduate degree,Pacific
3289924943.0,True,True,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,True,True,True,Female,45-60,"$150,000+",Bachelor degree,West South Central
3289923980.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,True,False,True,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3289920249.0,True,True,True,True,True,True,True,True,5.0,4.0,6.0,1.0,2.0,3.0,False,,False,Female,18-29,"$150,000+",Bachelor degree,South Atlantic
3289919285.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289918842.0,True,False,False,False,False,False,True,True,1.0,2.0,4.0,5.0,6.0,3.0,False,,False,Male,45-60,"$0 - $24,999",Some college or Associate degree,Pacific
3289914533.0,True,True,True,True,True,True,True,True,2.0,3.0,1.0,4.0,5.0,6.0,False,,False,Male,18-29,,Some college or Associate degree,Pacific
3289914097.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,False,,True,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3289913649.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,"$0 - $24,999",Bachelor degree,Pacific
3289911175.0,True,True,False,False,False,True,True,True,5.0,6.0,4.0,3.0,2.0,1.0,False,,True,Male,> 60,,High school degree,Mountain
3289909917.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,False,,True,Male,45-60,"$150,000+",Some college or Associate degree,New England
3289907541.0,True,False,True,False,False,False,True,True,1.0,4.0,5.0,6.0,3.0,2.0,False,,False,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3289905986.0,True,False,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,18-29,"$0 - $24,999",Bachelor degree,West North Central
3289905819.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3289905044.0,True,True,True,True,True,True,True,True,6.0,5.0,2.0,4.0,3.0,1.0,False,,False,Female,30-44,"$25,000 - $49,999",High school degree,South Atlantic
3289903380.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3289902920.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,True,True,False,Male,30-44,"$100,000 - $149,999",Graduate degree,New England
3289902115.0,True,False,False,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,False,,False,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England
3289901820.0,True,True,True,True,True,True,True,True,5.0,6.0,3.0,1.0,4.0,2.0,True,False,True,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3289901633.0,True,False,True,True,True,True,True,True,5.0,4.0,6.0,2.0,1.0,3.0,False,,False,Female,30-44,"$150,000+",Graduate degree,Middle Atlantic
3289897826.0,True,True,True,True,True,True,True,True,5.0,4.0,6.0,3.0,1.0,2.0,False,,True,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3289896565.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,True,False,True,Female,30-44,"$25,000 - $49,999",Graduate degree,West South Central
3289895732.0,True,True,True,True,True,True,True,True,6.0,5.0,1.0,2.0,3.0,4.0,True,True,True,Female,18-29,"$25,000 - $49,999",Graduate degree,Pacific
3289894873.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$0 - $24,999",Less than high school degree,West North Central
3289891069.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,"$25,000 - $49,999",High school degree,Middle Atlantic
3289890495.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,,Bachelor degree,West North Central
3289888113.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$150,000+",Bachelor degree,East North Central
3289888015.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,True,False,False,Female,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3289885747.0,True,False,True,True,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Male,> 60,"$100,000 - $149,999",Bachelor degree,East North Central
3289878528.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,False,,False,Female,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
3289877093.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Male,45-60,"$100,000 - $149,999",Graduate degree,West South Central
3289874408.0,True,True,True,True,True,True,True,True,6.0,5.0,3.0,2.0,1.0,4.0,True,False,True,Male,30-44,"$50,000 - $99,999",Less than high school degree,New England
3289873978.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central
3289870772.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Male,45-60,"$25,000 - $49,999",Graduate degree,East North Central
3289868197.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,2.0,1.0,True,False,True,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3289866531.0,True,True,True,False,False,True,True,True,3.0,5.0,6.0,1.0,2.0,4.0,False,,False,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3289866259.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$100,000 - $149,999",Bachelor degree,East North Central
3289865550.0,True,False,False,False,True,False,True,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
3289864687.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,False,,False,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
3289862004.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289861464.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,True,False,True,Male,> 60,"$0 - $24,999",Bachelor degree,Mountain
3289857817.0,True,True,False,False,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,False,,False,Female,30-44,"$50,000 - $99,999",Graduate degree,West North Central
3289856887.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,False,,False,Female,> 60,,Graduate degree,Middle Atlantic
3289856557.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
3289855873.0,True,True,True,True,True,True,True,True,5.0,4.0,3.0,6.0,1.0,2.0,False,,True,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3289854601.0,True,True,True,True,True,False,True,True,1.0,5.0,6.0,4.0,2.0,3.0,True,True,True,Male,> 60,,Bachelor degree,West South Central
3289848909.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3289847932.0,True,True,True,True,True,True,True,True,5.0,2.0,1.0,6.0,3.0,4.0,True,True,False,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central
3289844139.0,True,True,True,False,False,False,True,True,6.0,3.0,4.0,5.0,1.0,2.0,False,,True,Male,> 60,"$50,000 - $99,999",Graduate degree,West North Central
3289843973.0,True,True,True,True,True,True,True,True,6.0,3.0,2.0,5.0,1.0,4.0,,,,,,,,
3289837359.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
3289835282.0,True,True,True,True,True,True,True,True,3.0,6.0,5.0,4.0,1.0,2.0,False,,True,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3289834572.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$0 - $24,999",High school degree,South Atlantic
3289831274.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$150,000+",Some college or Associate degree,Mountain
3289830199.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3289829982.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,False,,True,Female,30-44,"$0 - $24,999",Some college or Associate degree,East North Central
3289822005.0,True,True,True,True,True,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,> 60,,Some college or Associate degree,East South Central
3289821310.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Female,> 60,"$0 - $24,999",Some college or Associate degree,East North Central
3289815685.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,False,,True,Male,30-44,"$25,000 - $49,999",Bachelor degree,West North Central
3289813977.0,True,True,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central
3289812188.0,True,True,False,False,False,False,True,True,1.0,4.0,5.0,6.0,2.0,3.0,True,True,True,,,,,
3289809469.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,True,False,False,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central
3289809255.0,False,False,False,False,False,False,False,False,,,,,,,,,True,Male,> 60,"$50,000 - $99,999",Graduate degree,West South Central
3289808310.0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289805753.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289805745.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
